group_type,group_value,channel,sample_count,range_signed_mean,range_signed_median,range_signed_mode,range_signed_std,range_mae,range_rmse,range_within_0_rate,range_within_1_rate,range_within_2_rate,range_within_3_rate,velocity_signed_mean,velocity_signed_median,velocity_signed_mode,velocity_signed_std,velocity_mae,velocity_rmse,velocity_within_0_rate,velocity_within_1_rate,velocity_within_2_rate,velocity_within_3_rate
session_id,20260202_144238,H,4,-2.25,-2.0,-2.0,1.0897247358851685,2.25,2.5,0.0,0.25,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144238,V,4,1.25,1.5,-2.0,2.384848003542364,2.25,2.692582403567252,0.25,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144246,H,5,2.6,4.0,5.0,3.0066592756745814,3.8,3.9749213828703582,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144246,V,5,1.4,4.0,-3.0,3.6110940170535577,3.8,3.872983346207417,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144254,H,4,0.75,1.0,3.0,2.277608394786075,2.25,2.3979157616563596,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144254,V,4,-4.0,-4.0,-4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
session_id,20260202_144302,H,5,2.4,1.0,1.0,1.7435595774162693,2.4,2.9664793948382653,0.0,0.6,0.6,0.6,0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144302,V,5,4.4,4.0,4.0,0.48989794855663565,4.4,4.427188724235731,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144311,H,5,-2.4,-4.0,-4.0,3.2,4.0,4.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
session_id,20260202_144311,V,5,-4.0,-4.0,-4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.4000000000000001,0.2,0.4472135954999579,0.8,1.0,1.0,1.0
